transaction_amount,device_type,browser,payment_method,country,num_items,time_on_site_sec,is_first_purchase,referral,hour_of_day,account_age_days,Fraud
166.28,Desktop,Safari,Card,BR,1,108.0,No,Social,7,1137,0
55.44,Mobile,Firefox,COD,IN,5,121.0,Yes,Search,1,85,0
25.22,Mobile,Chrome,Card,CN,3,168.0,Yes,Search,9,823,0
2.5500000000000007,Mobile,Chrome,Card,IN,4,157.0,No,Search,13,1168,0
39.61,Desktop,Edge,Card,US,3,77.0,Yes,Direct,11,1229,0
258.87,Desktop,Firefox,Card,US,6,145.0,No,Ads,10,109,1
51.79,Desktop,Safari,PayPal,CN,5,55.0,No,Search,20,842,0
10.36,Desktop,Chrome,COD,IN,4,83.0,No,Social,5,1312,0
-7.07,Mobile,Chrome,PayPal,US,6,127.0,No,Search,7,1748,0
61.97,Desktop,Edge,Card,BR,5,35.0,Yes,Direct,21,26,1
14.35,Mobile,Firefox,Card,US,4,310.0,Yes,Search,19,171,0
79.59,Tablet,Chrome,Card,US,6,48.0,No,Ads,3,1510,0
10.15,Mobile,Chrome,Card,FR,1,497.0,Yes,Social,10,776,0
26.47,Desktop,Chrome,Card,DE,1,35.0,Yes,Direct,15,1099,0
46.44,Desktop,Firefox,Card,FR,3,132.0,Yes,Direct,17,1637,0
8.68,Desktop,Edge,Card,FR,1,276.0,Yes,Direct,2,213,0
12.84,Desktop,Other,Card,UK,4,54.0,No,Direct,20,1235,0
9.239999999999998,Desktop,Safari,PayPal,FR,2,144.0,No,Social,9,551,0
31.130000000000003,Desktop,Chrome,Card,US,3,127.0,No,Direct,18,626,0
269.63,Mobile,Firefox,Card,BR,2,152.0,No,Ads,10,1265,1
55.06999999999999,Mobile,Chrome,Card,BR,3,145.0,No,Direct,21,1398,0
82.79,Mobile,Chrome,PayPal,US,5,168.0,Yes,Search,18,597,0
22.44,Tablet,Chrome,PayPal,UK,4,330.0,No,Ads,5,731,0
-4.68,Desktop,Chrome,PayPal,US,6,76.0,No,Direct,0,630,0
-1.1199999999999992,Mobile,Chrome,COD,US,1,563.0,No,Search,1,407,0
1.58,Mobile,Chrome,Card,Other,5,68.0,Yes,Direct,21,594,0
9.31,Tablet,Chrome,Card,CN,4,66.0,No,Direct,14,594,0
161.79,Mobile,Chrome,PayPal,DE,7,235.0,Yes,Ads,11,669,0
5.09,Mobile,Chrome,Card,US,3,260.0,No,Search,1,178,0
44.18,Desktop,Chrome,COD,DE,6,104.0,No,Direct,14,1243,0
206.44,Desktop,Safari,PayPal,DE,2,221.0,No,Direct,7,1529,0
10.34,Mobile,Chrome,Card,UK,7,71.0,Yes,Search,2,1208,0
3.35,Mobile,Chrome,COD,US,2,99.0,No,Direct,23,1247,0
8.79,Mobile,Firefox,PayPal,UK,5,106.0,No,Search,5,811,0
44.43,Mobile,Chrome,PayPal,UK,3,135.0,No,Search,15,319,1
5.34,Mobile,Firefox,Card,IN,1,42.0,No,Search,22,672,0
2.91,Desktop,Chrome,Card,UK,7,126.0,No,Ads,4,287,0
42.16,Desktop,Chrome,PayPal,DE,2,164.0,No,Social,3,661,0
32.36,Tablet,Chrome,BankTransfer,US,1,116.0,Yes,Search,7,42,0
42.01,Tablet,Safari,Card,FR,3,193.0,No,Search,1,1412,0
38.03,Mobile,Other,Card,US,1,237.0,No,Direct,10,1137,0
380.94,Mobile,Firefox,PayPal,US,3,162.0,Yes,Social,11,1694,0
35.44,Mobile,Chrome,Card,UK,7,141.0,No,Search,18,326,0
250.77,Tablet,Firefox,COD,US,2,270.0,No,Direct,9,1325,0
5.76,Mobile,Safari,Card,US,7,314.0,No,Social,16,1334,0
52.35,Desktop,Chrome,Card,IN,3,240.0,No,Search,23,1177,0
16.48,Mobile,Chrome,Card,US,3,36.0,No,Search,10,1816,0
2.08,Mobile,Other,Card,FR,4,39.0,Yes,Search,16,458,0
243.41,Desktop,Chrome,PayPal,CN,2,24.0,No,Direct,12,971,0
57.86,Mobile,Chrome,Card,DE,6,82.0,No,Social,23,404,0
112.35,Mobile,Firefox,BankTransfer,US,7,150.0,No,Social,1,453,0
11.8,Mobile,Firefox,Card,US,7,162.0,No,Ads,21,977,0
88.96,Mobile,Chrome,PayPal,UK,6,222.0,Yes,Social,21,504,0
202.84,Mobile,Chrome,Card,UK,7,60.0,No,Direct,4,1659,0
7.82,Mobile,Firefox,Card,UK,6,318.0,No,Search,14,756,0
69.69,Mobile,Chrome,PayPal,IN,7,160.0,No,Search,4,883,0
81.42,Mobile,Chrome,Card,CN,1,58.0,No,Social,1,40,0
19.35,Desktop,Chrome,PayPal,Other,2,119.0,Yes,Search,16,215,0
10.7,Desktop,Chrome,Card,US,2,75.0,Yes,Search,1,166,0
0.2799999999999993,Desktop,Chrome,Card,IN,5,564.0,Yes,Social,23,1290,0
8.719999999999999,Mobile,Chrome,PayPal,US,4,180.0,No,Direct,20,1603,0
159.57,Mobile,Edge,Card,US,3,109.0,No,Search,6,1346,0
9.47,Mobile,Edge,Card,US,7,211.0,No,Search,6,1131,0
19.02,Mobile,Safari,Card,US,5,84.0,No,Search,19,47,0
39.11,Mobile,Other,Card,Other,1,271.0,Yes,Ads,10,19,0
29.3,Desktop,Chrome,PayPal,US,1,244.0,Yes,Search,4,931,0
177.92,Desktop,Safari,Card,CN,1,212.0,Yes,Social,13,1251,0
369.96,Mobile,Firefox,Card,BR,6,290.0,Yes,Ads,12,934,0
50.11,Mobile,Firefox,Card,IN,5,164.0,Yes,Direct,17,744,0
2.99,Mobile,Firefox,COD,DE,5,116.0,No,Search,23,1347,0
48.97,Mobile,Chrome,Card,Other,7,108.0,Yes,Direct,8,849,0
3.68,Desktop,Safari,PayPal,CN,2,199.0,No,Search,10,1475,0
79.99,Desktop,Firefox,Card,CN,4,108.0,No,Social,9,217,0
22.340000000000003,Mobile,Safari,Card,BR,4,61.0,Yes,Social,16,289,0
122.34,Mobile,Chrome,Card,CN,2,81.0,Yes,Search,2,1079,0
-1.9800000000000004,Mobile,Other,Card,CN,3,273.0,Yes,Search,10,655,0
24.840000000000003,Desktop,Edge,Card,US,7,444.0,Yes,Ads,18,1589,0
70.18,Desktop,Chrome,PayPal,Other,5,290.0,No,Social,20,1456,0
-1.0199999999999996,Mobile,Chrome,Card,US,4,213.0,No,Direct,0,1593,0
136.4,Mobile,Chrome,Card,BR,2,287.0,Yes,Search,12,1303,0
27.840000000000003,Tablet,Safari,Card,CN,2,115.0,Yes,Search,17,1493,0
19.52,Mobile,Chrome,Card,CN,1,176.0,No,Search,2,1425,0
42.05,Mobile,Firefox,Card,DE,3,65.0,No,Direct,3,1600,0
50.97,Desktop,Safari,COD,US,4,117.0,No,Search,18,5,1
3.91,Mobile,Safari,Card,US,4,180.0,No,Search,8,1807,0
23.05,Desktop,Chrome,Card,Other,6,137.0,Yes,Direct,19,1194,0
133.15,Desktop,Chrome,Card,US,2,128.0,No,Search,9,1588,0
114.0,Mobile,Safari,Card,CN,4,297.0,No,Search,8,1790,0
36.23,Mobile,Chrome,COD,BR,6,185.0,Yes,Search,20,1707,0
14.02,Mobile,Chrome,BankTransfer,DE,4,30.0,No,Ads,21,826,0
170.25,Desktop,Edge,COD,DE,7,74.0,No,Direct,17,88,1
13.96,Desktop,Chrome,COD,CN,7,87.0,No,Direct,17,264,0
33.09,Desktop,Edge,Card,US,5,74.0,Yes,Search,7,299,0
17.29,Desktop,Safari,Card,DE,4,73.0,No,Ads,11,1095,0
28.07,Desktop,Safari,PayPal,US,6,143.0,Yes,Social,15,1447,0
36.7,Mobile,Firefox,Card,IN,7,63.0,Yes,Search,9,526,0
64.4,Mobile,Chrome,Card,US,2,0.0,Yes,Direct,3,732,1
29.86,Mobile,Firefox,Card,BR,5,45.0,No,Direct,2,435,0
87.42,Mobile,Safari,Card,UK,4,116.0,Yes,Direct,6,282,0
335.71,Desktop,Edge,COD,Other,4,84.0,No,Ads,14,574,0
10.32,Tablet,Firefox,Card,US,5,178.0,No,Social,8,792,0
281.87,Desktop,Chrome,PayPal,CN,4,138.0,Yes,Search,14,738,1
32.72,Desktop,Safari,BankTransfer,US,6,252.0,No,Search,16,331,0
44.74,Tablet,Chrome,Card,DE,2,287.0,Yes,Social,3,1086,0
114.61,Desktop,Safari,Card,BR,2,93.0,Yes,Ads,17,1281,0
10.07,Mobile,Safari,PayPal,DE,4,109.0,Yes,Social,7,1648,0
4.83,Mobile,Safari,PayPal,Other,2,107.0,No,Direct,19,454,0
177.55,Mobile,Chrome,BankTransfer,US,1,126.0,No,Search,15,1215,0
84.7,Mobile,Chrome,Card,BR,7,176.0,No,Direct,2,1339,0
1.34,Mobile,Chrome,PayPal,US,1,182.0,No,Search,20,36,0
502.9500000000001,Desktop,Chrome,Card,US,1,288.0,No,Direct,19,1698,0
19.19,Tablet,Chrome,PayPal,FR,2,639.0,No,Search,23,838,0
401.04,Desktop,Chrome,Card,BR,3,56.0,Yes,Ads,20,667,1
9.420000000000002,Desktop,Chrome,PayPal,US,2,176.0,No,Direct,22,1088,0
-2.93,Mobile,Chrome,PayPal,IN,4,306.0,No,Ads,7,1811,0
71.2,Desktop,Chrome,Card,BR,6,326.0,No,Search,17,67,0
201.82,Mobile,Edge,BankTransfer,US,2,190.0,Yes,Direct,21,141,1
8.48,Desktop,Chrome,Card,IN,5,231.0,Yes,Search,13,852,0
191.35,Desktop,Chrome,Card,US,7,118.0,Yes,Search,20,1277,0
74.93,Mobile,Chrome,Card,UK,2,239.0,Yes,Direct,8,1611,0
8.329999999999998,Mobile,Safari,Card,US,4,103.0,Yes,Direct,20,249,0
59.260000000000005,Mobile,Safari,Card,US,2,146.0,Yes,Search,2,1337,0
30.55,Mobile,Safari,Card,Other,6,96.0,No,Search,16,1540,0
31.17,Mobile,Edge,Card,FR,7,98.0,No,Direct,4,436,0
21.32,Desktop,Chrome,PayPal,Other,4,170.0,Yes,Social,3,1603,0
10.57,Mobile,Edge,PayPal,US,2,84.0,No,Ads,4,1023,0
33.64,Mobile,Edge,PayPal,IN,6,83.0,Yes,Search,3,553,0
27.04,Mobile,Other,BankTransfer,IN,3,267.0,Yes,Direct,3,387,0
55.97,Mobile,Firefox,PayPal,US,1,135.0,No,Direct,5,937,0
1.3200000000000005,Mobile,Chrome,PayPal,UK,4,141.0,No,Direct,17,1622,0
81.24,Desktop,Edge,BankTransfer,BR,2,26.0,No,Search,6,333,0
90.04,Desktop,Chrome,Card,US,3,226.0,Yes,Direct,1,1372,0
110.87,Desktop,Firefox,Card,BR,3,136.0,Yes,Ads,22,1383,0
107.59,Mobile,Safari,Card,BR,6,254.0,No,Direct,12,863,0
1.6099999999999994,Desktop,Safari,Card,DE,6,185.0,No,Direct,19,1158,0
-4.22,Mobile,Chrome,Card,Other,6,119.0,Yes,Social,12,947,0
34.38,Tablet,Chrome,Card,DE,2,105.0,Yes,Social,8,283,0
307.12,Mobile,Firefox,Card,US,3,86.0,No,Ads,5,726,0
401.51,Mobile,Chrome,Card,DE,1,331.0,Yes,Search,9,919,0
10.79,Mobile,Chrome,COD,US,3,116.0,Yes,Social,19,1072,0
13.19,Tablet,Chrome,Card,US,6,124.0,Yes,Search,19,515,0
6.219999999999999,Desktop,Chrome,Card,CN,5,189.0,No,Search,0,1157,0
40.47,Desktop,Chrome,PayPal,Other,2,294.0,No,Ads,9,863,0
-0.4700000000000006,Desktop,Chrome,Card,US,2,74.0,Yes,Direct,9,1011,0
26.880000000000003,Desktop,Chrome,Card,CN,7,341.0,No,Ads,5,944,0
143.35,Mobile,Chrome,Card,Other,7,188.0,Yes,Direct,18,1456,0
60.56999999999999,Desktop,Safari,Card,CN,2,684.0,No,Search,21,195,0
32.11,Mobile,Chrome,PayPal,IN,7,247.0,No,Ads,7,638,0
231.12,Tablet,Chrome,Card,US,3,146.0,No,Search,2,773,0
2.0,Desktop,Other,PayPal,UK,5,148.0,No,Social,5,518,0
36.0,Mobile,Chrome,COD,BR,2,159.0,No,Search,1,1596,0
134.29,Mobile,Firefox,Card,US,2,79.0,No,Search,15,920,0
54.64,Mobile,Edge,Card,BR,6,87.0,No,Ads,10,1142,0
64.43,Mobile,Firefox,PayPal,US,6,118.0,No,Social,17,1487,0
25.97,Mobile,Safari,PayPal,DE,7,173.0,No,Search,0,1494,0
20.01,Mobile,Safari,PayPal,US,2,98.0,Yes,Ads,18,234,0
32.48,Desktop,Chrome,Card,IN,1,326.0,Yes,Search,5,1459,0
234.99,Mobile,Chrome,Card,DE,4,365.0,No,Search,7,1242,0
0.25,Desktop,Safari,Card,Other,4,185.0,No,Direct,21,910,0
283.52,Tablet,Firefox,Card,US,1,27.0,No,Direct,16,293,0
-5.81,Mobile,Firefox,PayPal,Other,3,104.0,Yes,Search,22,1374,0
293.58,Mobile,Edge,PayPal,US,3,140.0,Yes,Direct,21,461,0
57.36,Desktop,Edge,Card,US,6,102.0,No,Direct,11,1224,0
5.57,Mobile,Firefox,Card,IN,2,182.0,No,Search,14,300,0
25.04,Mobile,Chrome,Card,DE,4,214.0,No,Search,4,1595,0
151.77,Desktop,Chrome,Card,UK,4,67.0,Yes,Ads,4,946,0
29.61,Mobile,Chrome,Card,US,3,104.0,No,Direct,2,808,0
42.56,Desktop,Chrome,Card,US,2,27.0,Yes,Direct,4,1522,0
15.05,Mobile,Safari,PayPal,US,1,72.0,Yes,Social,0,997,0
6.18,Mobile,Edge,Card,US,7,35.0,No,Search,4,578,0
46.98,Mobile,Other,Card,US,2,230.0,Yes,Social,8,154,0
18.21,Desktop,Safari,PayPal,US,7,165.0,No,Direct,7,958,0
42.43,Tablet,Firefox,Card,US,4,102.0,Yes,Ads,5,295,0
18.67,Mobile,Chrome,Card,US,6,86.0,No,Search,6,1588,0
4.029999999999999,Desktop,Firefox,Card,DE,2,114.0,No,Ads,12,1078,0
82.12,Desktop,Safari,Card,DE,5,156.0,Yes,Search,18,64,0
13.97,Mobile,Chrome,Card,DE,1,279.0,No,Search,19,759,0
-1.2599999999999998,Mobile,Chrome,COD,BR,7,95.0,No,Direct,7,1478,0
28.14,Desktop,Chrome,Card,US,6,300.0,No,Direct,5,1574,0
15.63,Mobile,Chrome,PayPal,UK,5,83.0,Yes,Search,18,1418,0
29.98,Desktop,Safari,PayPal,CN,6,40.0,Yes,Search,7,279,0
35.55,Desktop,Chrome,Card,US,7,256.0,No,Search,8,1626,0
35.15,Desktop,Chrome,Card,CN,7,491.0,No,Ads,2,1698,0
26.53,Mobile,Chrome,Card,US,3,139.0,No,Search,8,1426,0
167.74,Desktop,Safari,Card,IN,3,84.0,Yes,Social,3,1742,0
101.65,Tablet,Chrome,Card,US,6,110.0,No,Search,14,337,0
37.88,Desktop,Safari,Card,UK,5,39.0,No,Direct,0,1662,0
39.75,Mobile,Chrome,BankTransfer,BR,6,92.0,No,Search,9,13,0
2.210000000000001,Mobile,Edge,Card,DE,3,339.0,No,Search,23,907,0
487.12,Mobile,Chrome,Card,UK,4,1.0,Yes,Social,11,98,1
9.6,Mobile,Chrome,COD,CN,1,292.0,No,Search,16,1604,0
42.15,Mobile,Edge,PayPal,FR,7,152.0,Yes,Social,16,1729,0
24.22,Mobile,Chrome,Card,US,7,48.0,No,Search,19,415,0
59.74,Mobile,Safari,Card,Other,6,75.0,Yes,Social,15,999,0
98.33,Desktop,Chrome,Card,IN,7,656.0,Yes,Ads,14,1040,0
49.88,Tablet,Safari,PayPal,DE,1,235.0,Yes,Search,12,1278,0
14.81,Mobile,Chrome,Card,US,2,104.0,No,Ads,20,109,0
47.93,Mobile,Safari,PayPal,DE,4,250.0,No,Social,12,429,0
10.69,Desktop,Firefox,Card,US,5,122.0,Yes,Search,18,1564,0
10.05,Desktop,Safari,Card,US,1,267.0,No,Search,18,153,0
65.42,Mobile,Chrome,Card,DE,7,321.0,No,Search,12,674,0
40.25,Mobile,Chrome,Card,UK,7,248.0,No,Ads,20,856,0
50.8,Mobile,Chrome,PayPal,IN,7,312.0,No,Search,0,1029,0
15.34,Tablet,Chrome,Card,UK,4,133.0,No,Direct,23,1393,0
62.1,Desktop,Firefox,Card,Other,2,84.0,Yes,Search,0,263,1
52.9,Tablet,Chrome,Card,CN,6,149.0,No,Search,21,1788,0
80.49,Desktop,Chrome,Card,US,4,226.0,No,Direct,10,1670,0
2.5700000000000003,Mobile,Firefox,Card,IN,1,315.0,Yes,Ads,22,1408,0
15.02,Mobile,Firefox,Card,IN,1,21.0,Yes,Direct,9,1697,0
115.99,Desktop,Safari,PayPal,UK,5,145.0,Yes,Social,12,1087,0
10.739999999999998,Desktop,Chrome,Card,CN,4,528.0,Yes,Ads,9,401,0
99.83,Desktop,Chrome,Card,Other,2,24.0,No,Direct,18,707,0
1.3699999999999992,Desktop,Chrome,Card,UK,1,121.0,Yes,Search,10,605,0
91.79,Desktop,Chrome,COD,CN,5,148.0,Yes,Ads,13,517,0
167.59,Mobile,Chrome,Card,US,3,309.0,Yes,Search,3,1751,0
8.920000000000002,Tablet,Firefox,Card,US,5,174.0,Yes,Search,22,947,0
50.79,Desktop,Edge,PayPal,FR,6,42.0,Yes,Search,20,1713,0
37.38,Desktop,Edge,Card,Other,7,47.0,No,Social,4,918,0
119.94,Desktop,Chrome,PayPal,IN,4,193.0,No,Search,5,1535,0
22.93,Desktop,Firefox,Card,CN,2,151.0,No,Direct,14,690,0
72.19,Mobile,Chrome,Card,US,2,132.0,Yes,Direct,18,1199,0
651.28,Desktop,Chrome,Card,CN,3,19.0,No,Search,7,1428,0
40.0,Mobile,Chrome,PayPal,IN,1,198.0,No,Direct,3,654,0
26.76,Mobile,Chrome,Card,CN,2,267.0,Yes,Search,20,438,0
95.64,Mobile,Chrome,Card,US,1,60.0,Yes,Ads,23,246,0
81.81,Desktop,Safari,PayPal,BR,5,0.0,Yes,Ads,14,516,1
8.649999999999999,Mobile,Safari,PayPal,Other,5,255.0,Yes,Ads,2,1178,0
41.81,Mobile,Edge,BankTransfer,US,3,177.0,No,Direct,4,924,0
2.8000000000000007,Mobile,Chrome,Card,IN,5,143.0,No,Search,7,962,0
75.68,Desktop,Other,Card,US,2,123.0,Yes,Search,15,1327,0
2.33,Mobile,Edge,Card,IN,6,220.0,Yes,Direct,6,1786,0
37.22,Mobile,Chrome,PayPal,US,3,284.0,Yes,Ads,2,1315,0
109.48,Desktop,Safari,Card,Other,4,68.0,No,Direct,17,611,0
35.04,Desktop,Chrome,BankTransfer,IN,5,393.0,Yes,Direct,11,567,0
51.27,Mobile,Chrome,PayPal,Other,5,157.0,No,Direct,6,812,0
-6.75,Mobile,Chrome,PayPal,Other,5,99.0,Yes,Ads,3,1559,0
87.85,Desktop,Firefox,Card,Other,7,88.0,No,Social,14,1555,0
30.590000000000003,Mobile,Chrome,PayPal,BR,2,238.0,No,Search,2,141,0
6.699999999999999,Mobile,Chrome,PayPal,US,4,230.0,No,Direct,15,1017,0
103.25,Mobile,Chrome,Card,US,2,473.0,No,Search,1,1450,0
19.58,Desktop,Chrome,PayPal,UK,1,285.0,No,Search,0,941,0
11.94,Mobile,Chrome,Card,IN,7,46.0,No,Social,19,396,0
49.01,Desktop,Edge,PayPal,IN,5,175.0,No,Ads,17,1347,0
94.68,Desktop,Chrome,Card,CN,3,243.0,No,Search,18,974,0
-6.34,Mobile,Chrome,Card,US,1,202.0,No,Social,18,193,0
270.32,Desktop,Chrome,Card,Other,6,35.0,Yes,Search,9,1302,0
78.98,Desktop,Edge,Card,Other,3,181.0,No,Direct,22,795,0
12.47,Mobile,Safari,Card,US,1,38.0,No,Search,13,208,0
170.37,Desktop,Chrome,Card,US,6,357.0,Yes,Search,14,1141,0
52.6,Desktop,Chrome,Card,Other,2,127.0,No,Direct,21,994,0
123.71,Mobile,Firefox,Card,CN,6,124.0,Yes,Search,2,1116,0
236.75,Mobile,Firefox,PayPal,UK,7,0.0,No,Search,22,119,1
33.51,Mobile,Chrome,Card,IN,5,25.0,Yes,Search,6,444,0
56.02,Tablet,Chrome,Card,FR,6,564.0,Yes,Search,2,1553,0
94.53,Desktop,Other,Card,US,4,149.0,Yes,Direct,11,42,0
19.72,Desktop,Chrome,Card,US,4,156.0,No,Direct,15,1573,0
211.58,Desktop,Safari,Card,BR,1,209.0,No,Social,0,1023,0
207.31,Mobile,Safari,PayPal,CN,2,108.0,No,Direct,8,587,0
93.07,Mobile,Safari,Card,BR,1,145.0,Yes,Search,15,572,0
218.77,Mobile,Firefox,Card,CN,5,118.0,No,Search,18,1178,0
27.62,Mobile,Chrome,BankTransfer,IN,6,100.0,No,Search,23,1335,0
40.65,Mobile,Safari,Card,CN,2,110.0,Yes,Social,20,313,0
16.1,Mobile,Edge,Card,Other,4,186.0,No,Search,19,1526,0
17.13,Mobile,Chrome,Card,US,3,109.0,No,Search,15,419,0
169.49,Desktop,Chrome,PayPal,FR,1,141.0,Yes,Direct,15,272,0
17.14,Desktop,Chrome,Card,DE,5,319.0,Yes,Search,6,248,0
278.76,Desktop,Firefox,PayPal,IN,6,276.0,Yes,Search,14,685,0
100.33,Mobile,Chrome,Card,US,3,264.0,Yes,Search,10,1746,0
40.82,Desktop,Chrome,Card,Other,6,75.0,No,Ads,12,1081,0
122.2,Desktop,Chrome,Card,US,3,160.0,Yes,Direct,21,303,0
138.42,Mobile,Safari,Card,US,6,136.0,No,Ads,22,1539,0
58.06999999999999,Desktop,Safari,PayPal,US,2,84.0,Yes,Direct,15,1579,0
4.83,Desktop,Safari,Card,BR,6,97.0,No,Search,4,1121,0
6.739999999999998,Desktop,Chrome,BankTransfer,IN,1,148.0,No,Direct,6,1577,0
73.58,Mobile,Chrome,Card,US,5,204.0,Yes,Social,13,1769,0
240.64,Mobile,Firefox,Card,Other,2,109.0,No,Social,1,851,0
7.59,Desktop,Chrome,Card,US,4,197.0,No,Search,12,694,0
55.150000000000006,Desktop,Safari,Card,US,4,46.0,No,Direct,19,187,0
5.94,Mobile,Chrome,PayPal,BR,4,212.0,No,Search,16,1482,0
28.86,Mobile,Safari,COD,US,5,367.0,No,Social,2,1177,0
38.37,Desktop,Chrome,BankTransfer,Other,2,321.0,No,Direct,18,1050,0
50.29,Mobile,Chrome,Card,DE,4,119.0,Yes,Search,14,1187,0
17.36,Desktop,Edge,PayPal,BR,7,60.0,Yes,Social,16,1006,0
-1.3200000000000005,Mobile,Firefox,Card,DE,3,150.0,No,Direct,20,12,0
9.13,Mobile,Other,Card,UK,7,187.0,No,Social,1,999,0
47.94,Desktop,Chrome,Card,IN,2,199.0,Yes,Search,16,1470,0
80.43,Desktop,Firefox,Card,CN,1,5.0,No,Search,9,496,1
283.96,Desktop,Chrome,Card,US,6,138.0,No,Direct,0,539,0
42.77,Tablet,Firefox,Card,US,3,112.0,No,Search,18,1815,0
30.82,Desktop,Chrome,Card,US,6,72.0,No,Search,12,459,0
54.790000000000006,Mobile,Chrome,Card,US,5,145.0,Yes,Direct,7,1791,0
18.49,Desktop,Chrome,Card,IN,3,64.0,No,Direct,10,1141,0
7.809999999999999,Mobile,Chrome,PayPal,UK,3,184.0,No,Search,14,1605,0
5.630000000000001,Mobile,Chrome,PayPal,BR,2,169.0,Yes,Search,7,1173,0
59.53,Desktop,Safari,PayPal,BR,3,134.0,Yes,Social,9,239,0
89.78,Desktop,Chrome,Card,IN,4,123.0,No,Search,12,1010,0
53.84,Mobile,Chrome,Card,US,3,73.0,Yes,Direct,18,1320,0
159.3,Mobile,Firefox,Card,US,4,49.0,Yes,Direct,8,1768,0
23.0,Mobile,Safari,Card,US,7,135.0,Yes,Direct,22,1550,0
8.879999999999999,Tablet,Firefox,Card,CN,6,543.0,Yes,Search,3,139,0
19.99,Mobile,Chrome,BankTransfer,DE,5,44.0,No,Direct,13,893,0
60.06999999999999,Tablet,Safari,Card,FR,1,335.0,No,Social,5,1442,0
2.16,Desktop,Chrome,Card,Other,4,147.0,No,Direct,15,1317,0
20.12,Mobile,Chrome,Card,DE,5,101.0,No,Ads,20,1130,0
4.630000000000001,Mobile,Safari,Card,US,7,111.0,No,Search,23,1086,0
15.72,Mobile,Chrome,PayPal,IN,6,211.0,No,Direct,1,133,0
-4.45,Mobile,Chrome,BankTransfer,IN,7,487.0,Yes,Search,8,1133,0
22.770000000000003,Mobile,Safari,PayPal,IN,7,203.0,Yes,Search,9,104,0
53.27,Desktop,Chrome,COD,Other,2,175.0,Yes,Search,16,1253,0
81.85,Desktop,Edge,Card,FR,1,141.0,No,Search,0,200,0
63.44,Mobile,Firefox,Card,CN,7,232.0,No,Search,12,772,0
62.25,Mobile,Chrome,PayPal,UK,7,35.0,No,Search,1,1089,0
66.98,Desktop,Chrome,Card,IN,6,13.0,Yes,Social,17,487,0
94.48,Mobile,Chrome,PayPal,US,2,364.0,No,Search,12,725,0
10.68,Mobile,Chrome,Card,DE,5,124.0,Yes,Social,12,199,0
39.52,Mobile,Chrome,Card,BR,2,44.0,Yes,Ads,15,1149,0
144.73,Mobile,Chrome,Card,CN,6,53.0,No,Direct,21,1811,0
19.51,Desktop,Edge,Card,IN,4,67.0,No,Direct,9,961,0
24.08,Mobile,Other,Card,UK,1,172.0,No,Ads,13,1783,0
47.49,Mobile,Chrome,Card,BR,4,160.0,Yes,Social,3,940,0
64.49,Mobile,Safari,Card,DE,5,182.0,Yes,Direct,4,302,0
351.34,Mobile,Chrome,Card,US,1,54.0,No,Search,23,920,0
331.26,Desktop,Other,Card,Other,1,113.0,No,Search,6,849,0
17.63,Mobile,Chrome,COD,UK,2,111.0,Yes,Direct,3,895,0
13.170000000000002,Desktop,Safari,Card,Other,5,62.0,No,Search,14,900,0
81.98,Tablet,Chrome,Card,CN,7,324.0,No,Search,23,32,0
4.470000000000001,Mobile,Chrome,Card,US,4,456.0,No,Search,20,887,0
129.89,Desktop,Chrome,COD,US,2,157.0,No,Search,3,87,0
177.51,Desktop,Safari,Card,FR,7,213.0,No,Direct,11,1099,0
7.210000000000001,Mobile,Chrome,Card,US,1,215.0,Yes,Search,3,1159,0
73.87,Desktop,Safari,Card,IN,4,153.0,Yes,Direct,22,1444,0
28.15,Mobile,Chrome,Card,US,4,67.0,No,Search,7,1386,0
43.51,Desktop,Safari,Card,DE,4,361.0,Yes,Search,10,1746,0
103.73,Desktop,Edge,BankTransfer,Other,7,61.0,Yes,Search,22,1709,0
142.14,Desktop,Firefox,PayPal,BR,3,350.0,No,Search,10,16,1
162.48,Desktop,Chrome,BankTransfer,CN,1,266.0,Yes,Search,22,1313,0
104.51,Mobile,Safari,Card,IN,4,130.0,No,Search,17,1761,0
165.47,Desktop,Firefox,Card,US,1,181.0,No,Direct,11,858,0
65.1,Mobile,Chrome,Card,IN,5,125.0,No,Direct,5,102,0
62.98,Mobile,Chrome,BankTransfer,CN,1,78.0,Yes,Search,11,96,0
51.67,Desktop,Chrome,PayPal,FR,7,78.0,No,Search,17,1564,0
281.57,Desktop,Firefox,Card,US,5,79.0,Yes,Search,18,559,0
55.35,Tablet,Edge,Card,FR,4,62.0,No,Direct,3,179,0
98.14,Desktop,Safari,BankTransfer,IN,2,190.0,No,Direct,13,1030,0
46.74,Mobile,Chrome,Card,US,2,164.0,No,Search,13,1205,0
5.119999999999999,Desktop,Chrome,Card,UK,7,140.0,No,Ads,22,1602,0
0.1899999999999995,Mobile,Chrome,Card,BR,5,217.0,No,Search,12,387,0
116.95,Desktop,Firefox,Card,DE,1,172.0,Yes,Search,23,1286,0
66.13,Mobile,Chrome,Card,US,6,322.0,Yes,Direct,4,1637,0
21.68,Desktop,Firefox,Card,BR,4,376.0,No,Search,20,1242,0
84.43,Mobile,Other,PayPal,IN,2,207.0,Yes,Direct,3,518,0
35.48,Mobile,Chrome,PayPal,DE,5,540.0,Yes,Search,8,1357,0
134.05,Mobile,Firefox,Card,US,6,183.0,No,Ads,10,508,0
14.34,Desktop,Edge,Card,BR,1,131.0,Yes,Direct,2,1233,0
